year,level,name,race,group,estimate,moe,share,sharemoe
2021,3_region,Hartford Hospital HSA other towns,asian,some_college_aa,2251,464,0.11,0.022
2021,3_region,Hartford Hospital HSA other towns,asian,bachelors_plus,13541,884,0.68,0.023
2021,3_region,Hartford Hospital HSA other towns,aian,ages25plus,369,261,NA,NA
2021,3_region,Hartford Hospital HSA other towns,aian,less_than_hs,41,127,0.11,0.335
2021,3_region,Hartford Hospital HSA other towns,aian,high_school,84,122,0.23,0.289
2021,3_region,Hartford Hospital HSA other towns,aian,some_college_aa,174,155,0.47,0.255
2021,3_region,Hartford Hospital HSA other towns,aian,bachelors_plus,70,115,0.19,0.281
2021,3_region,Hartford Hospital HSA other towns,other_race,ages25plus,23624,1506,NA,NA
2021,3_region,Hartford Hospital HSA other towns,other_race,less_than_hs,3125,485,0.13,0.019
2021,3_region,Hartford Hospital HSA other towns,other_race,high_school,7328,946,0.31,0.035
2021,3_region,Hartford Hospital HSA other towns,other_race,some_college_aa,6106,694,0.26,0.024
2021,3_region,Hartford Hospital HSA other towns,other_race,bachelors_plus,7065,811,0.3,0.029
2021,3_region,Hartford Inner Ring,total,ages25plus,307189,4235,NA,NA
2021,3_region,Hartford Inner Ring,total,less_than_hs,22959,1203,0.07,0.004
2021,3_region,Hartford Inner Ring,total,high_school,80364,2152,0.26,0.006
2021,3_region,Hartford Inner Ring,total,some_college_aa,80844,2256,0.26,0.006
2021,3_region,Hartford Inner Ring,total,bachelors_plus,123022,2602,0.4,0.006
2021,3_region,Hartford Inner Ring,white,ages25plus,205749,3182,NA,NA
2021,3_region,Hartford Inner Ring,white,less_than_hs,10499,730,0.05,0.003
2021,3_region,Hartford Inner Ring,white,high_school,52518,1674,0.26,0.007
2021,3_region,Hartford Inner Ring,white,some_college_aa,54439,1678,0.26,0.007
2021,3_region,Hartford Inner Ring,white,bachelors_plus,88293,1994,0.43,0.007
2021,3_region,Hartford Inner Ring,black,ages25plus,40227,1811,NA,NA
2021,3_region,Hartford Inner Ring,black,less_than_hs,3638,538,0.09,0.013
2021,3_region,Hartford Inner Ring,black,high_school,12323,899,0.31,0.018
2021,3_region,Hartford Inner Ring,black,some_college_aa,12635,1044,0.31,0.022
2021,3_region,Hartford Inner Ring,black,bachelors_plus,11631,1045,0.29,0.022
2021,3_region,Hartford Inner Ring,latino,ages25plus,35106,1675,NA,NA
2021,3_region,Hartford Inner Ring,latino,less_than_hs,6015,637,0.17,0.016
2021,3_region,Hartford Inner Ring,latino,high_school,11567,1050,0.33,0.025
2021,3_region,Hartford Inner Ring,latino,some_college_aa,9790,833,0.28,0.02
2021,3_region,Hartford Inner Ring,latino,bachelors_plus,7734,777,0.22,0.019
2021,3_region,Hartford Inner Ring,asian,ages25plus,19217,1117,NA,NA
2021,3_region,Hartford Inner Ring,asian,less_than_hs,2359,421,0.12,0.021
2021,3_region,Hartford Inner Ring,asian,high_school,2346,377,0.12,0.018
2021,3_region,Hartford Inner Ring,asian,some_college_aa,2433,488,0.13,0.024
2021,3_region,Hartford Inner Ring,asian,bachelors_plus,12079,831,0.63,0.023
2021,3_region,Hartford Inner Ring,aian,ages25plus,494,288,NA,NA
2021,3_region,Hartford Inner Ring,aian,less_than_hs,44,134,0.09,0.266
2021,3_region,Hartford Inner Ring,aian,high_school,92,129,0.19,0.237
2021,3_region,Hartford Inner Ring,aian,some_college_aa,300,178,0.61,0.067
2021,3_region,Hartford Inner Ring,aian,bachelors_plus,58,129,0.12,0.252
2021,3_region,Hartford Inner Ring,other_race,ages25plus,25689,1574,NA,NA
2021,3_region,Hartford Inner Ring,other_race,less_than_hs,3590,513,0.14,0.018
2021,3_region,Hartford Inner Ring,other_race,high_school,8462,1024,0.33,0.034
2021,3_region,Hartford Inner Ring,other_race,some_college_aa,6630,720,0.26,0.023
2021,3_region,Hartford Inner Ring,other_race,bachelors_plus,7007,804,0.27,0.026
2021,3_region,Hartford Outer Ring,total,ages25plus,242295,3577,NA,NA
2021,3_region,Hartford Outer Ring,total,less_than_hs,10637,891,0.04,0.004
2021,3_region,Hartford Outer Ring,total,high_school,48767,1641,0.2,0.006
2021,3_region,Hartford Outer Ring,total,some_college_aa,56246,1888,0.23,0.007
2021,3_region,Hartford Outer Ring,total,bachelors_plus,126645,2397,0.52,0.006
2021,3_region,Hartford Outer Ring,white,ages25plus,205428,3078,NA,NA
2021,3_region,Hartford Outer Ring,white,less_than_hs,7443,742,0.04,0.004
2021,3_region,Hartford Outer Ring,white,high_school,43400,1568,0.21,0.007
2021,3_region,Hartford Outer Ring,white,some_college_aa,49715,1690,0.24,0.007
2021,3_region,Hartford Outer Ring,white,bachelors_plus,104870,1899,0.51,0.005
2021,3_region,Hartford Outer Ring,black,ages25plus,6453,690,NA,NA
2021,3_region,Hartford Outer Ring,black,less_than_hs,821,212,0.13,0.03
2021,3_region,Hartford Outer Ring,black,high_school,1593,300,0.25,0.038
2021,3_region,Hartford Outer Ring,black,some_college_aa,1694,365,0.26,0.049
2021,3_region,Hartford Outer Ring,black,bachelors_plus,2345,456,0.36,0.059
2021,3_region,Hartford Outer Ring,latino,ages25plus,10638,865,NA,NA
2021,3_region,Hartford Outer Ring,latino,less_than_hs,1397,313,0.13,0.027
2021,3_region,Hartford Outer Ring,latino,high_school,2230,387,0.21,0.032
2021,3_region,Hartford Outer Ring,latino,some_college_aa,2343,418,0.22,0.035
2021,3_region,Hartford Outer Ring,latino,bachelors_plus,4668,571,0.44,0.04
2021,3_region,Hartford Outer Ring,asian,ages25plus,15174,927,NA,NA
2021,3_region,Hartford Outer Ring,asian,less_than_hs,775,228,0.05,0.015
2021,3_region,Hartford Outer Ring,asian,high_school,864,224,0.06,0.014
2021,3_region,Hartford Outer Ring,asian,some_college_aa,1207,312,0.08,0.02
2021,3_region,Hartford Outer Ring,asian,bachelors_plus,12328,812,0.81,0.02
2021,3_region,Hartford Outer Ring,aian,ages25plus,234,277,NA,NA
2021,3_region,Hartford Outer Ring,aian,less_than_hs,17,111,0.07,0.466
2021,3_region,Hartford Outer Ring,aian,high_school,73,154,0.31,0.545
2021,3_region,Hartford Outer Ring,aian,some_college_aa,43,139,0.18,0.553
2021,3_region,Hartford Outer Ring,aian,bachelors_plus,101,145,0.43,0.351
2021,3_region,Hartford Outer Ring,other_race,ages25plus,9619,849,NA,NA
2021,3_region,Hartford Outer Ring,other_race,less_than_hs,1173,316,0.12,0.031
2021,3_region,Hartford Outer Ring,other_race,high_school,2020,386,0.21,0.036
2021,3_region,Hartford Outer Ring,other_race,some_college_aa,2372,436,0.25,0.04
2021,3_region,Hartford Outer Ring,other_race,bachelors_plus,4054,530,0.42,0.041
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,total,ages25plus,107041,2419,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,total,less_than_hs,6398,653,0.06,0.006
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,total,high_school,26717,1178,0.25,0.009
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,total,some_college_aa,30199,1320,0.28,0.011
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,total,bachelors_plus,43727,1514,0.41,0.011
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,white,ages25plus,82891,2006,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,white,less_than_hs,3086,417,0.04,0.005
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,white,high_school,19755,1016,0.24,0.011
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,white,some_college_aa,23492,1128,0.28,0.012
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,white,bachelors_plus,36558,1243,0.44,0.011
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,black,ages25plus,5887,687,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,black,less_than_hs,946,312,0.16,0.05
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,black,high_school,1640,331,0.28,0.046
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,black,some_college_aa,2174,394,0.37,0.051
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,black,bachelors_plus,1127,333,0.19,0.052
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,latino,ages25plus,9511,807,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,latino,less_than_hs,2035,377,0.21,0.035
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,latino,high_school,3416,479,0.36,0.04
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,latino,some_college_aa,2506,419,0.26,0.038
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,latino,bachelors_plus,1554,322,0.16,0.031
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,asian,ages25plus,4969,548,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,asian,less_than_hs,264,136,0.05,0.027
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,asian,high_school,911,244,0.18,0.045
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,asian,some_college_aa,788,233,0.16,0.044
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,asian,bachelors_plus,3006,410,0.6,0.049
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,aian,ages25plus,576,209,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,aian,less_than_hs,56,98,0.1,0.166
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,aian,high_school,165,94,0.29,0.126
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,aian,some_college_aa,259,126,0.45,0.146
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,aian,bachelors_plus,96,95,0.17,0.153
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,other_race,ages25plus,9222,829,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,other_race,less_than_hs,1378,313,0.15,0.031
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,other_race,high_school,3263,508,0.35,0.045
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,other_race,some_college_aa,2425,405,0.26,0.037
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area,other_race,bachelors_plus,2156,408,0.23,0.039
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,total,ages25plus,89936,2117,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,total,less_than_hs,4087,489,0.05,0.005
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,total,high_school,21467,958,0.24,0.009
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,total,some_college_aa,25141,1179,0.28,0.011
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,total,bachelors_plus,39241,1391,0.44,0.012
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,white,ages25plus,74612,1820,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,white,less_than_hs,2697,375,0.04,0.005
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,white,high_school,17242,846,0.23,0.01
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,white,some_college_aa,21168,1040,0.28,0.012
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,white,bachelors_plus,33505,1172,0.45,0.011
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,black,ages25plus,2878,444,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,black,less_than_hs,261,139,0.09,0.046
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,black,high_school,1040,266,0.36,0.074
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,black,some_college_aa,1025,275,0.36,0.078
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,black,bachelors_plus,552,177,0.19,0.054
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,latino,ages25plus,4583,544,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,latino,less_than_hs,714,212,0.16,0.042
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,latino,high_school,1628,316,0.36,0.055
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,latino,some_college_aa,1221,302,0.27,0.058
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,latino,bachelors_plus,1020,244,0.22,0.046
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,asian,ages25plus,4610,514,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,asian,less_than_hs,253,132,0.05,0.028
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,asian,high_school,782,222,0.17,0.044
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,asian,some_college_aa,709,205,0.15,0.041
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,asian,bachelors_plus,2866,395,0.62,0.05
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,aian,ages25plus,481,189,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,aian,less_than_hs,29,85,0.06,0.175
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,aian,high_school,154,93,0.32,0.147
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,aian,some_college_aa,207,107,0.43,0.145
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,aian,bachelors_plus,91,91,0.19,0.174
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,other_race,ages25plus,5163,600,NA,NA
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,other_race,less_than_hs,552,203,0.11,0.037
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,other_race,high_school,1611,335,0.31,0.054
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,other_race,some_college_aa,1347,280,0.26,0.045
2021,3_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,other_race,bachelors_plus,1653,358,0.32,0.059
2021,3_region,Hospital of Central Connecticut HSA,total,ages25plus,184035,3342,NA,NA
2021,3_region,Hospital of Central Connecticut HSA,total,less_than_hs,18997,1115,0.1,0.006
2021,3_region,Hospital of Central Connecticut HSA,total,high_school,55488,1773,0.3,0.008
2021,3_region,Hospital of Central Connecticut HSA,total,some_college_aa,52483,1839,0.29,0.009
2021,3_region,Hospital of Central Connecticut HSA,total,bachelors_plus,57067,1845,0.31,0.008
2021,3_region,Hospital of Central Connecticut HSA,white,ages25plus,136313,2683,NA,NA
2021,3_region,Hospital of Central Connecticut HSA,white,less_than_hs,10348,738,0.08,0.005
2021,3_region,Hospital of Central Connecticut HSA,white,high_school,40750,1511,0.3,0.009
2021,3_region,Hospital of Central Connecticut HSA,white,some_college_aa,39421,1501,0.29,0.009
2021,3_region,Hospital of Central Connecticut HSA,white,bachelors_plus,45794,1454,0.34,0.008
2021,3_region,Hospital of Central Connecticut HSA,black,ages25plus,10262,891,NA,NA
2021,3_region,Hospital of Central Connecticut HSA,black,less_than_hs,769,202,0.07,0.019
2021,3_region,Hospital of Central Connecticut HSA,black,high_school,3484,511,0.34,0.04
2021,3_region,Hospital of Central Connecticut HSA,black,some_college_aa,3376,516,0.33,0.041
2021,3_region,Hospital of Central Connecticut HSA,black,bachelors_plus,2633,475,0.26,0.041
2021,3_region,Hospital of Central Connecticut HSA,latino,ages25plus,28657,1484,NA,NA
2021,3_region,Hospital of Central Connecticut HSA,latino,less_than_hs,7121,719,0.25,0.022
2021,3_region,Hospital of Central Connecticut HSA,latino,high_school,9330,863,0.33,0.025
2021,3_region,Hospital of Central Connecticut HSA,latino,some_college_aa,7950,777,0.28,0.023
2021,3_region,Hospital of Central Connecticut HSA,latino,bachelors_plus,4256,581,0.15,0.019
2021,3_region,Hospital of Central Connecticut HSA,asian,ages25plus,5760,670,NA,NA
2021,3_region,Hospital of Central Connecticut HSA,asian,less_than_hs,710,201,0.12,0.032
2021,3_region,Hospital of Central Connecticut HSA,asian,high_school,904,232,0.16,0.036
2021,3_region,Hospital of Central Connecticut HSA,asian,some_college_aa,1065,394,0.18,0.065
2021,3_region,Hospital of Central Connecticut HSA,asian,bachelors_plus,3081,447,0.53,0.046
2021,3_region,Hospital of Central Connecticut HSA,aian,ages25plus,536,258,NA,NA
2021,3_region,Hospital of Central Connecticut HSA,aian,less_than_hs,152,146,0.28,0.236
2021,3_region,Hospital of Central Connecticut HSA,aian,high_school,58,97,0.11,0.173
2021,3_region,Hospital of Central Connecticut HSA,aian,some_college_aa,228,161,0.43,0.22
2021,3_region,Hospital of Central Connecticut HSA,aian,bachelors_plus,98,100,0.18,0.165
2021,3_region,Hospital of Central Connecticut HSA,other_race,ages25plus,17809,1313,NA,NA
2021,3_region,Hospital of Central Connecticut HSA,other_race,less_than_hs,3515,611,0.2,0.031
2021,3_region,Hospital of Central Connecticut HSA,other_race,high_school,6219,801,0.35,0.037
2021,3_region,Hospital of Central Connecticut HSA,other_race,some_college_aa,4792,661,0.27,0.031
2021,3_region,Hospital of Central Connecticut HSA,other_race,bachelors_plus,3283,522,0.18,0.026
2021,3_region,Hospital of Central Connecticut HSA other towns,total,ages25plus,137136,2893,NA,NA
2021,3_region,Hospital of Central Connecticut HSA other towns,total,less_than_hs,10521,787,0.08,0.006
2021,3_region,Hospital of Central Connecticut HSA other towns,total,high_school,38834,1522,0.28,0.009
2021,3_region,Hospital of Central Connecticut HSA other towns,total,some_college_aa,39965,1609,0.29,0.01
2021,3_region,Hospital of Central Connecticut HSA other towns,total,bachelors_plus,47816,1686,0.35,0.01
2021,3_region,Hospital of Central Connecticut HSA other towns,white,ages25plus,114745,2473,NA,NA
2021,3_region,Hospital of Central Connecticut HSA other towns,white,less_than_hs,7989,656,0.07,0.006
2021,3_region,Hospital of Central Connecticut HSA other towns,white,high_school,32841,1377,0.29,0.01
2021,3_region,Hospital of Central Connecticut HSA other towns,white,some_college_aa,33260,1379,0.29,0.01
2021,3_region,Hospital of Central Connecticut HSA other towns,white,bachelors_plus,40655,1373,0.35,0.009
2021,3_region,Hospital of Central Connecticut HSA other towns,black,ages25plus,4148,558,NA,NA
2021,3_region,Hospital of Central Connecticut HSA other towns,black,less_than_hs,351,143,0.08,0.033
2021,3_region,Hospital of Central Connecticut HSA other towns,black,high_school,1063,253,0.26,0.05
2021,3_region,Hospital of Central Connecticut HSA other towns,black,some_college_aa,1486,350,0.36,0.069
2021,3_region,Hospital of Central Connecticut HSA other towns,black,bachelors_plus,1248,322,0.3,0.066
2021,3_region,Hospital of Central Connecticut HSA other towns,latino,ages25plus,10934,938,NA,NA
2021,3_region,Hospital of Central Connecticut HSA other towns,latino,less_than_hs,1556,349,0.14,0.029
2021,3_region,Hospital of Central Connecticut HSA other towns,latino,high_school,3478,565,0.32,0.044
2021,3_region,Hospital of Central Connecticut HSA other towns,latino,some_college_aa,3617,517,0.33,0.038
2021,3_region,Hospital of Central Connecticut HSA other towns,latino,bachelors_plus,2283,414,0.21,0.033
2021,3_region,Hospital of Central Connecticut HSA other towns,asian,ages25plus,4613,627,NA,NA
2021,3_region,Hospital of Central Connecticut HSA other towns,asian,less_than_hs,526,179,0.11,0.036
2021,3_region,Hospital of Central Connecticut HSA other towns,asian,high_school,610,187,0.13,0.036
2021,3_region,Hospital of Central Connecticut HSA other towns,asian,some_college_aa,930,386,0.2,0.079
2021,3_region,Hospital of Central Connecticut HSA other towns,asian,bachelors_plus,2547,421,0.55,0.052
2021,3_region,Hospital of Central Connecticut HSA other towns,aian,ages25plus,291,214,NA,NA
2021,3_region,Hospital of Central Connecticut HSA other towns,aian,less_than_hs,38,91,0.13,0.298
2021,3_region,Hospital of Central Connecticut HSA other towns,aian,high_school,19,83,0.07,0.281
2021,3_region,Hospital of Central Connecticut HSA other towns,aian,some_college_aa,201,155,0.69,0.16
2021,3_region,Hospital of Central Connecticut HSA other towns,aian,bachelors_plus,33,83,0.11,0.273
2021,3_region,Hospital of Central Connecticut HSA other towns,other_race,ages25plus,8179,861,NA,NA
2021,3_region,Hospital of Central Connecticut HSA other towns,other_race,less_than_hs,936,280,0.11,0.032
2021,3_region,Hospital of Central Connecticut HSA other towns,other_race,high_school,3011,578,0.37,0.059
2021,3_region,Hospital of Central Connecticut HSA other towns,other_race,some_college_aa,2340,437,0.29,0.044
2021,3_region,Hospital of Central Connecticut HSA other towns,other_race,bachelors_plus,1892,370,0.23,0.038
2021,3_region,Lower Connecticut River Valley COG,total,ages25plus,128772,2706,NA,NA
2021,3_region,Lower Connecticut River Valley COG,total,less_than_hs,6356,684,0.05,0.005
2021,3_region,Lower Connecticut River Valley COG,total,high_school,31805,1322,0.25,0.009
2021,3_region,Lower Connecticut River Valley COG,total,some_college_aa,33674,1451,0.26,0.01
2021,3_region,Lower Connecticut River Valley COG,total,bachelors_plus,56937,1733,0.44,0.01
2021,3_region,Lower Connecticut River Valley COG,white,ages25plus,110075,2296,NA,NA
2021,3_region,Lower Connecticut River Valley COG,white,less_than_hs,4267,482,0.04,0.004
2021,3_region,Lower Connecticut River Valley COG,white,high_school,26824,1203,0.24,0.01
2021,3_region,Lower Connecticut River Valley COG,white,some_college_aa,29073,1262,0.26,0.01
2021,3_region,Lower Connecticut River Valley COG,white,bachelors_plus,49911,1414,0.45,0.009
2021,3_region,Lower Connecticut River Valley COG,black,ages25plus,5974,674,NA,NA
2021,3_region,Lower Connecticut River Valley COG,black,less_than_hs,746,244,0.12,0.038
2021,3_region,Lower Connecticut River Valley COG,black,high_school,1997,364,0.33,0.048
2021,3_region,Lower Connecticut River Valley COG,black,some_college_aa,1724,405,0.29,0.059
2021,3_region,Lower Connecticut River Valley COG,black,bachelors_plus,1507,314,0.25,0.044
2021,3_region,Lower Connecticut River Valley COG,latino,ages25plus,6633,727,NA,NA
2021,3_region,Lower Connecticut River Valley COG,latino,less_than_hs,1023,352,0.15,0.05
2021,3_region,Lower Connecticut River Valley COG,latino,high_school,1833,348,0.28,0.043
2021,3_region,Lower Connecticut River Valley COG,latino,some_college_aa,2016,426,0.3,0.055
2021,3_region,Lower Connecticut River Valley COG,latino,bachelors_plus,1761,321,0.27,0.039
2021,3_region,Lower Connecticut River Valley COG,asian,ages25plus,3529,506,NA,NA
2021,3_region,Lower Connecticut River Valley COG,asian,less_than_hs,253,150,0.07,0.041
2021,3_region,Lower Connecticut River Valley COG,asian,high_school,650,234,0.18,0.061
2021,3_region,Lower Connecticut River Valley COG,asian,some_college_aa,404,181,0.11,0.049
2021,3_region,Lower Connecticut River Valley COG,asian,bachelors_plus,2222,382,0.63,0.06
2021,3_region,Lower Connecticut River Valley COG,aian,ages25plus,246,215,NA,NA
2021,3_region,Lower Connecticut River Valley COG,aian,less_than_hs,14,89,0.06,0.358
2021,3_region,Lower Connecticut River Valley COG,aian,high_school,22,89,0.09,0.353
2021,3_region,Lower Connecticut River Valley COG,aian,some_college_aa,175,150,0.71,0.871
2021,3_region,Lower Connecticut River Valley COG,aian,bachelors_plus,35,89,0.14,0.34
2021,3_region,Lower Connecticut River Valley COG,other_race,ages25plus,5769,740,NA,NA
2021,3_region,Lower Connecticut River Valley COG,other_race,less_than_hs,647,342,0.11,0.058
2021,3_region,Lower Connecticut River Valley COG,other_race,high_school,1609,374,0.28,0.054
2021,3_region,Lower Connecticut River Valley COG,other_race,some_college_aa,1339,327,0.23,0.048
2021,3_region,Lower Connecticut River Valley COG,other_race,bachelors_plus,2174,430,0.38,0.057
2021,3_region,Lower Naugatuck Valley,total,ages25plus,102850,2767,NA,NA
2021,3_region,Lower Naugatuck Valley,total,less_than_hs,7521,868,0.07,0.008
2021,3_region,Lower Naugatuck Valley,total,high_school,31380,1518,0.31,0.012
2021,3_region,Lower Naugatuck Valley,total,some_college_aa,28541,1452,0.28,0.012
2021,3_region,Lower Naugatuck Valley,total,bachelors_plus,35408,1579,0.34,0.012
2021,3_region,Lower Naugatuck Valley,white,ages25plus,82052,2341,NA,NA
2021,3_region,Lower Naugatuck Valley,white,less_than_hs,4486,607,0.05,0.007
2021,3_region,Lower Naugatuck Valley,white,high_school,24711,1314,0.3,0.014
2021,3_region,Lower Naugatuck Valley,white,some_college_aa,23023,1217,0.28,0.012
2021,3_region,Lower Naugatuck Valley,white,bachelors_plus,29832,1381,0.36,0.013
2021,3_region,Lower Naugatuck Valley,black,ages25plus,5606,846,NA,NA
2021,3_region,Lower Naugatuck Valley,black,less_than_hs,629,264,0.11,0.044
2021,3_region,Lower Naugatuck Valley,black,high_school,1994,555,0.36,0.083
2021,3_region,Lower Naugatuck Valley,black,some_college_aa,1853,489,0.33,0.072
2021,3_region,Lower Naugatuck Valley,black,bachelors_plus,1130,313,0.2,0.047
2021,3_region,Lower Naugatuck Valley,latino,ages25plus,10251,982,NA,NA
2021,3_region,Lower Naugatuck Valley,latino,less_than_hs,1870,558,0.18,0.052
2021,3_region,Lower Naugatuck Valley,latino,high_school,3323,562,0.32,0.045
2021,3_region,Lower Naugatuck Valley,latino,some_college_aa,2978,440,0.29,0.033
2021,3_region,Lower Naugatuck Valley,latino,bachelors_plus,2080,379,0.2,0.031
2021,3_region,Lower Naugatuck Valley,asian,ages25plus,2838,475,NA,NA
2021,3_region,Lower Naugatuck Valley,asian,less_than_hs,420,186,0.15,0.061
2021,3_region,Lower Naugatuck Valley,asian,high_school,377,183,0.13,0.061
2021,3_region,Lower Naugatuck Valley,asian,some_college_aa,358,146,0.13,0.047
2021,3_region,Lower Naugatuck Valley,asian,bachelors_plus,1683,369,0.59,0.084
2021,3_region,Lower Naugatuck Valley,aian,ages25plus,167,170,NA,NA
2021,3_region,Lower Naugatuck Valley,aian,less_than_hs,45,89,0.27,0.457
2021,3_region,Lower Naugatuck Valley,aian,high_school,27,71,0.16,0.392
2021,3_region,Lower Naugatuck Valley,aian,some_college_aa,37,76,0.22,0.395
2021,3_region,Lower Naugatuck Valley,aian,bachelors_plus,58,100,0.35,0.483
2021,3_region,Lower Naugatuck Valley,other_race,ages25plus,7283,1009,NA,NA
2021,3_region,Lower Naugatuck Valley,other_race,less_than_hs,1247,508,0.17,0.066
2021,3_region,Lower Naugatuck Valley,other_race,high_school,2550,626,0.35,0.071
2021,3_region,Lower Naugatuck Valley,other_race,some_college_aa,1886,463,0.26,0.052
2021,3_region,Lower Naugatuck Valley,other_race,bachelors_plus,1600,392,0.22,0.044
2021,3_region,MidState Medical Center HSA,total,ages25plus,129232,2801,NA,NA
2021,3_region,MidState Medical Center HSA,total,less_than_hs,12419,1034,0.1,0.008
2021,3_region,MidState Medical Center HSA,total,high_school,37635,1456,0.29,0.009
2021,3_region,MidState Medical Center HSA,total,some_college_aa,32911,1463,0.25,0.01
2021,3_region,MidState Medical Center HSA,total,bachelors_plus,46267,1587,0.36,0.01
2021,3_region,MidState Medical Center HSA,white,ages25plus,98369,2168,NA,NA
2021,3_region,MidState Medical Center HSA,white,less_than_hs,5294,553,0.05,0.005
2021,3_region,MidState Medical Center HSA,white,high_school,28351,1265,0.29,0.011
2021,3_region,MidState Medical Center HSA,white,some_college_aa,25423,1185,0.26,0.011
2021,3_region,MidState Medical Center HSA,white,bachelors_plus,39301,1179,0.4,0.008
2021,3_region,MidState Medical Center HSA,black,ages25plus,5689,590,NA,NA
2021,3_region,MidState Medical Center HSA,black,less_than_hs,875,209,0.15,0.033
2021,3_region,MidState Medical Center HSA,black,high_school,2006,320,0.35,0.043
2021,3_region,MidState Medical Center HSA,black,some_college_aa,1541,347,0.27,0.054
2021,3_region,MidState Medical Center HSA,black,bachelors_plus,1267,285,0.22,0.044
